school,fall_year,spring_year,academic_year,field,CIP_code,gender,race,ftug_enrollment
Stanford,2022,2023,2022-23,education,13.0000,male,US Nonresident,0
Stanford,2022,2023,2022-23,education,13.0000,male,Hispanic/Latinx,0
Stanford,2022,2023,2022-23,education,13.0000,male,Amer Ind or AK Native,0
Stanford,2022,2023,2022-23,education,13.0000,male,Asian,0
Stanford,2022,2023,2022-23,education,13.0000,male,Black or Af Amer,0
Stanford,2022,2023,2022-23,education,13.0000,male,Nat HA or Other Pac Isl,0
Stanford,2022,2023,2022-23,education,13.0000,male,White,0
Stanford,2022,2023,2022-23,education,13.0000,male,Two or More,0
Stanford,2022,2023,2022-23,education,13.0000,male,Unknown,0
Stanford,2022,2023,2022-23,education,13.0000,female,US Nonresident,0
Stanford,2022,2023,2022-23,education,13.0000,female,Hispanic/Latinx,0
Stanford,2022,2023,2022-23,education,13.0000,female,Amer Ind or AK Native,0
Stanford,2022,2023,2022-23,education,13.0000,female,Asian,0
Stanford,2022,2023,2022-23,education,13.0000,female,Black or Af Amer,0
Stanford,2022,2023,2022-23,education,13.0000,female,Nat HA or Other Pac Isl,0
Stanford,2022,2023,2022-23,education,13.0000,female,White,0
Stanford,2022,2023,2022-23,education,13.0000,female,Two or More,0
Stanford,2022,2023,2022-23,education,13.0000,female,Unknown,0
Stanford,2022,2023,2022-23,engineering,14.0000,male,US Nonresident,30
Stanford,2022,2023,2022-23,engineering,14.0000,male,Hispanic/Latinx,72
Stanford,2022,2023,2022-23,engineering,14.0000,male,Amer Ind or AK Native,4
Stanford,2022,2023,2022-23,engineering,14.0000,male,Asian,69
Stanford,2022,2023,2022-23,engineering,14.0000,male,Black or Af Amer,26
Stanford,2022,2023,2022-23,engineering,14.0000,male,Nat HA or Other Pac Isl,0
Stanford,2022,2023,2022-23,engineering,14.0000,male,White,89
Stanford,2022,2023,2022-23,engineering,14.0000,male,Two or More,30
Stanford,2022,2023,2022-23,engineering,14.0000,male,Unknown,0
Stanford,2022,2023,2022-23,engineering,14.0000,female,US Nonresident,36
Stanford,2022,2023,2022-23,engineering,14.0000,female,Hispanic/Latinx,58
Stanford,2022,2023,2022-23,engineering,14.0000,female,Amer Ind or AK Native,3
Stanford,2022,2023,2022-23,engineering,14.0000,female,Asian,68
Stanford,2022,2023,2022-23,engineering,14.0000,female,Black or Af Amer,24
Stanford,2022,2023,2022-23,engineering,14.0000,female,Nat HA or Other Pac Isl,2
Stanford,2022,2023,2022-23,engineering,14.0000,female,White,78
Stanford,2022,2023,2022-23,engineering,14.0000,female,Two or More,30
Stanford,2022,2023,2022-23,engineering,14.0000,female,Unknown,1
Stanford,2022,2023,2022-23,biological and biomedical sciences,26.0000,male,US Nonresident,1
Stanford,2022,2023,2022-23,biological and biomedical sciences,26.0000,male,Hispanic/Latinx,6
Stanford,2022,2023,2022-23,biological and biomedical sciences,26.0000,male,Amer Ind or AK Native,4
Stanford,2022,2023,2022-23,biological and biomedical sciences,26.0000,male,Asian,20
Stanford,2022,2023,2022-23,biological and biomedical sciences,26.0000,male,Black or Af Amer,8
Stanford,2022,2023,2022-23,biological and biomedical sciences,26.0000,male,Nat HA or Other Pac Isl,1
Stanford,2022,2023,2022-23,biological and biomedical sciences,26.0000,male,White,13
Stanford,2022,2023,2022-23,biological and biomedical sciences,26.0000,male,Two or More,5
Stanford,2022,2023,2022-23,biological and biomedical sciences,26.0000,male,Unknown,0
Stanford,2022,2023,2022-23,biological and biomedical sciences,26.0000,female,US Nonresident,6
Stanford,2022,2023,2022-23,biological and biomedical sciences,26.0000,female,Hispanic/Latinx,11
Stanford,2022,2023,2022-23,biological and biomedical sciences,26.0000,female,Amer Ind or AK Native,0
Stanford,2022,2023,2022-23,biological and biomedical sciences,26.0000,female,Asian,15
Stanford,2022,2023,2022-23,biological and biomedical sciences,26.0000,female,Black or Af Amer,4
Stanford,2022,2023,2022-23,biological and biomedical sciences,26.0000,female,Nat HA or Other Pac Isl,0
Stanford,2022,2023,2022-23,biological and biomedical sciences,26.0000,female,White,21
Stanford,2022,2023,2022-23,biological and biomedical sciences,26.0000,female,Two or More,5
Stanford,2022,2023,2022-23,biological and biomedical sciences,26.0000,female,Unknown,0
Stanford,2022,2023,2022-23,mathematics,27.0000,male,US Nonresident,33
Stanford,2022,2023,2022-23,mathematics,27.0000,male,Hispanic/Latinx,19
Stanford,2022,2023,2022-23,mathematics,27.0000,male,Amer Ind or AK Native,0
Stanford,2022,2023,2022-23,mathematics,27.0000,male,Asian,57
Stanford,2022,2023,2022-23,mathematics,27.0000,male,Black or Af Amer,8
Stanford,2022,2023,2022-23,mathematics,27.0000,male,Nat HA or Other Pac Isl,0
Stanford,2022,2023,2022-23,mathematics,27.0000,male,White,40
Stanford,2022,2023,2022-23,mathematics,27.0000,male,Two or More,13
Stanford,2022,2023,2022-23,mathematics,27.0000,male,Unknown,1
Stanford,2022,2023,2022-23,mathematics,27.0000,female,US Nonresident,19
Stanford,2022,2023,2022-23,mathematics,27.0000,female,Hispanic/Latinx,2
Stanford,2022,2023,2022-23,mathematics,27.0000,female,Amer Ind or AK Native,0
Stanford,2022,2023,2022-23,mathematics,27.0000,female,Asian,25
Stanford,2022,2023,2022-23,mathematics,27.0000,female,Black or Af Amer,3
Stanford,2022,2023,2022-23,mathematics,27.0000,female,Nat HA or Other Pac Isl,0
Stanford,2022,2023,2022-23,mathematics,27.0000,female,White,18
Stanford,2022,2023,2022-23,mathematics,27.0000,female,Two or More,5
Stanford,2022,2023,2022-23,mathematics,27.0000,female,Unknown,1
Stanford,2022,2023,2022-23,physical sciences,40.0000,male,US Nonresident,19
Stanford,2022,2023,2022-23,physical sciences,40.0000,male,Hispanic/Latinx,17
Stanford,2022,2023,2022-23,physical sciences,40.0000,male,Amer Ind or AK Native,0
Stanford,2022,2023,2022-23,physical sciences,40.0000,male,Asian,21
Stanford,2022,2023,2022-23,physical sciences,40.0000,male,Black or Af Amer,3
Stanford,2022,2023,2022-23,physical sciences,40.0000,male,Nat HA or Other Pac Isl,0
Stanford,2022,2023,2022-23,physical sciences,40.0000,male,White,34
Stanford,2022,2023,2022-23,physical sciences,40.0000,male,Two or More,7
Stanford,2022,2023,2022-23,physical sciences,40.0000,male,Unknown,0
Stanford,2022,2023,2022-23,physical sciences,40.0000,female,US Nonresident,8
Stanford,2022,2023,2022-23,physical sciences,40.0000,female,Hispanic/Latinx,13
Stanford,2022,2023,2022-23,physical sciences,40.0000,female,Amer Ind or AK Native,1
Stanford,2022,2023,2022-23,physical sciences,40.0000,female,Asian,20
Stanford,2022,2023,2022-23,physical sciences,40.0000,female,Black or Af Amer,3
Stanford,2022,2023,2022-23,physical sciences,40.0000,female,Nat HA or Other Pac Isl,0
Stanford,2022,2023,2022-23,physical sciences,40.0000,female,White,34
Stanford,2022,2023,2022-23,physical sciences,40.0000,female,Two or More,20
Stanford,2022,2023,2022-23,physical sciences,40.0000,female,Unknown,0
Stanford,2022,2023,2022-23,"business, management, marketing, and related support services",52.0000,male,US Nonresident,0
Stanford,2022,2023,2022-23,"business, management, marketing, and related support services",52.0000,male,Hispanic/Latinx,0
Stanford,2022,2023,2022-23,"business, management, marketing, and related support services",52.0000,male,Amer Ind or AK Native,0
Stanford,2022,2023,2022-23,"business, management, marketing, and related support services",52.0000,male,Asian,0
Stanford,2022,2023,2022-23,"business, management, marketing, and related support services",52.0000,male,Black or Af Amer,0
Stanford,2022,2023,2022-23,"business, management, marketing, and related support services",52.0000,male,Nat HA or Other Pac Isl,0
Stanford,2022,2023,2022-23,"business, management, marketing, and related support services",52.0000,male,White,0
Stanford,2022,2023,2022-23,"business, management, marketing, and related support services",52.0000,male,Two or More,0
Stanford,2022,2023,2022-23,"business, management, marketing, and related support services",52.0000,male,Unknown,0
Stanford,2022,2023,2022-23,"business, management, marketing, and related support services",52.0000,female,US Nonresident,0
Stanford,2022,2023,2022-23,"business, management, marketing, and related support services",52.0000,female,Hispanic/Latinx,0
Stanford,2022,2023,2022-23,"business, management, marketing, and related support services",52.0000,female,Amer Ind or AK Native,0
Stanford,2022,2023,2022-23,"business, management, marketing, and related support services",52.0000,female,Asian,0
Stanford,2022,2023,2022-23,"business, management, marketing, and related support services",52.0000,female,Black or Af Amer,0
Stanford,2022,2023,2022-23,"business, management, marketing, and related support services",52.0000,female,Nat HA or Other Pac Isl,0
Stanford,2022,2023,2022-23,"business, management, marketing, and related support services",52.0000,female,White,0
Stanford,2022,2023,2022-23,"business, management, marketing, and related support services",52.0000,female,Two or More,0
Stanford,2022,2023,2022-23,"business, management, marketing, and related support services",52.0000,female,Unknown,0
Stanford,2022,2023,2022-23,other,0.0000,male,US Nonresident,390
Stanford,2022,2023,2022-23,other,0.0000,male,Hispanic/Latinx,542
Stanford,2022,2023,2022-23,other,0.0000,male,Amer Ind or AK Native,19
Stanford,2022,2023,2022-23,other,0.0000,male,Asian,864
Stanford,2022,2023,2022-23,other,0.0000,male,Black or Af Amer,230
Stanford,2022,2023,2022-23,other,0.0000,male,Nat HA or Other Pac Isl,8
Stanford,2022,2023,2022-23,other,0.0000,male,White,777
Stanford,2022,2023,2022-23,other,0.0000,male,Two or More,294
Stanford,2022,2023,2022-23,other,0.0000,male,Unknown,15
Stanford,2022,2023,2022-23,other,0.0000,female,US Nonresident,382
Stanford,2022,2023,2022-23,other,0.0000,female,Hispanic/Latinx,645
Stanford,2022,2023,2022-23,other,0.0000,female,Amer Ind or AK Native,31
Stanford,2022,2023,2022-23,other,0.0000,female,Asian,995
Stanford,2022,2023,2022-23,other,0.0000,female,Black or Af Amer,311
Stanford,2022,2023,2022-23,other,0.0000,female,Nat HA or Other Pac Isl,8
Stanford,2022,2023,2022-23,other,0.0000,female,White,790
Stanford,2022,2023,2022-23,other,0.0000,female,Two or More,342
Stanford,2022,2023,2022-23,other,0.0000,female,Unknown,14
Stanford,2020,2021,2020-21,education,13.0000,male,US Nonresident,0
Stanford,2020,2021,2020-21,education,13.0000,male,Hispanic/Latinx,0
Stanford,2020,2021,2020-21,education,13.0000,male,Amer Ind or AK Native,0
Stanford,2020,2021,2020-21,education,13.0000,male,Asian,0
Stanford,2020,2021,2020-21,education,13.0000,male,Black or Af Amer,0
Stanford,2020,2021,2020-21,education,13.0000,male,Nat HA or Other Pac Isl,0
Stanford,2020,2021,2020-21,education,13.0000,male,White,0
Stanford,2020,2021,2020-21,education,13.0000,male,Two or More,0
Stanford,2020,2021,2020-21,education,13.0000,male,Unknown,0
Stanford,2020,2021,2020-21,education,13.0000,female,US Nonresident,0
Stanford,2020,2021,2020-21,education,13.0000,female,Hispanic/Latinx,0
Stanford,2020,2021,2020-21,education,13.0000,female,Amer Ind or AK Native,0
Stanford,2020,2021,2020-21,education,13.0000,female,Asian,0
Stanford,2020,2021,2020-21,education,13.0000,female,Black or Af Amer,0
Stanford,2020,2021,2020-21,education,13.0000,female,Nat HA or Other Pac Isl,0
Stanford,2020,2021,2020-21,education,13.0000,female,White,0
Stanford,2020,2021,2020-21,education,13.0000,female,Two or More,0
Stanford,2020,2021,2020-21,education,13.0000,female,Unknown,0
Stanford,2020,2021,2020-21,engineering,14.0000,male,US Nonresident,26
Stanford,2020,2021,2020-21,engineering,14.0000,male,Hispanic/Latinx,50
Stanford,2020,2021,2020-21,engineering,14.0000,male,Amer Ind or AK Native,2
Stanford,2020,2021,2020-21,engineering,14.0000,male,Asian,43
Stanford,2020,2021,2020-21,engineering,14.0000,male,Black or Af Amer,16
Stanford,2020,2021,2020-21,engineering,14.0000,male,Nat HA or Other Pac Isl,0
Stanford,2020,2021,2020-21,engineering,14.0000,male,White,69
Stanford,2020,2021,2020-21,engineering,14.0000,male,Two or More,23
Stanford,2020,2021,2020-21,engineering,14.0000,male,Unknown,2
Stanford,2020,2021,2020-21,engineering,14.0000,female,US Nonresident,22
Stanford,2020,2021,2020-21,engineering,14.0000,female,Hispanic/Latinx,45
Stanford,2020,2021,2020-21,engineering,14.0000,female,Amer Ind or AK Native,1
Stanford,2020,2021,2020-21,engineering,14.0000,female,Asian,42
Stanford,2020,2021,2020-21,engineering,14.0000,female,Black or Af Amer,23
Stanford,2020,2021,2020-21,engineering,14.0000,female,Nat HA or Other Pac Isl,0
Stanford,2020,2021,2020-21,engineering,14.0000,female,White,58
Stanford,2020,2021,2020-21,engineering,14.0000,female,Two or More,26
Stanford,2020,2021,2020-21,engineering,14.0000,female,Unknown,0
Stanford,2020,2021,2020-21,biological and biomedical sciences,26.0000,male,US Nonresident,2
Stanford,2020,2021,2020-21,biological and biomedical sciences,26.0000,male,Hispanic/Latinx,6
Stanford,2020,2021,2020-21,biological and biomedical sciences,26.0000,male,Amer Ind or AK Native,3
Stanford,2020,2021,2020-21,biological and biomedical sciences,26.0000,male,Asian,15
Stanford,2020,2021,2020-21,biological and biomedical sciences,26.0000,male,Black or Af Amer,5
Stanford,2020,2021,2020-21,biological and biomedical sciences,26.0000,male,Nat HA or Other Pac Isl,1
Stanford,2020,2021,2020-21,biological and biomedical sciences,26.0000,male,White,14
Stanford,2020,2021,2020-21,biological and biomedical sciences,26.0000,male,Two or More,5
Stanford,2020,2021,2020-21,biological and biomedical sciences,26.0000,male,Unknown,0
Stanford,2020,2021,2020-21,biological and biomedical sciences,26.0000,female,US Nonresident,1
Stanford,2020,2021,2020-21,biological and biomedical sciences,26.0000,female,Hispanic/Latinx,13
Stanford,2020,2021,2020-21,biological and biomedical sciences,26.0000,female,Amer Ind or AK Native,0
Stanford,2020,2021,2020-21,biological and biomedical sciences,26.0000,female,Asian,11
Stanford,2020,2021,2020-21,biological and biomedical sciences,26.0000,female,Black or Af Amer,0
Stanford,2020,2021,2020-21,biological and biomedical sciences,26.0000,female,Nat HA or Other Pac Isl,0
Stanford,2020,2021,2020-21,biological and biomedical sciences,26.0000,female,White,19
Stanford,2020,2021,2020-21,biological and biomedical sciences,26.0000,female,Two or More,4
Stanford,2020,2021,2020-21,biological and biomedical sciences,26.0000,female,Unknown,0
Stanford,2020,2021,2020-21,mathematics,27.0000,male,US Nonresident,24
Stanford,2020,2021,2020-21,mathematics,27.0000,male,Hispanic/Latinx,9
Stanford,2020,2021,2020-21,mathematics,27.0000,male,Amer Ind or AK Native,0
Stanford,2020,2021,2020-21,mathematics,27.0000,male,Asian,32
Stanford,2020,2021,2020-21,mathematics,27.0000,male,Black or Af Amer,5
Stanford,2020,2021,2020-21,mathematics,27.0000,male,Nat HA or Other Pac Isl,0
Stanford,2020,2021,2020-21,mathematics,27.0000,male,White,35
Stanford,2020,2021,2020-21,mathematics,27.0000,male,Two or More,11
Stanford,2020,2021,2020-21,mathematics,27.0000,male,Unknown,0
Stanford,2020,2021,2020-21,mathematics,27.0000,female,US Nonresident,17
Stanford,2020,2021,2020-21,mathematics,27.0000,female,Hispanic/Latinx,4
Stanford,2020,2021,2020-21,mathematics,27.0000,female,Amer Ind or AK Native,0
Stanford,2020,2021,2020-21,mathematics,27.0000,female,Asian,18
Stanford,2020,2021,2020-21,mathematics,27.0000,female,Black or Af Amer,2
Stanford,2020,2021,2020-21,mathematics,27.0000,female,Nat HA or Other Pac Isl,0
Stanford,2020,2021,2020-21,mathematics,27.0000,female,White,11
Stanford,2020,2021,2020-21,mathematics,27.0000,female,Two or More,4
Stanford,2020,2021,2020-21,mathematics,27.0000,female,Unknown,1
Stanford,2020,2021,2020-21,physical sciences,40.0000,male,US Nonresident,10
Stanford,2020,2021,2020-21,physical sciences,40.0000,male,Hispanic/Latinx,14
Stanford,2020,2021,2020-21,physical sciences,40.0000,male,Amer Ind or AK Native,0
Stanford,2020,2021,2020-21,physical sciences,40.0000,male,Asian,7
Stanford,2020,2021,2020-21,physical sciences,40.0000,male,Black or Af Amer,5
Stanford,2020,2021,2020-21,physical sciences,40.0000,male,Nat HA or Other Pac Isl,0
Stanford,2020,2021,2020-21,physical sciences,40.0000,male,White,33
Stanford,2020,2021,2020-21,physical sciences,40.0000,male,Two or More,7
Stanford,2020,2021,2020-21,physical sciences,40.0000,male,Unknown,0
Stanford,2020,2021,2020-21,physical sciences,40.0000,female,US Nonresident,8
Stanford,2020,2021,2020-21,physical sciences,40.0000,female,Hispanic/Latinx,13
Stanford,2020,2021,2020-21,physical sciences,40.0000,female,Amer Ind or AK Native,1
Stanford,2020,2021,2020-21,physical sciences,40.0000,female,Asian,12
Stanford,2020,2021,2020-21,physical sciences,40.0000,female,Black or Af Amer,9
Stanford,2020,2021,2020-21,physical sciences,40.0000,female,Nat HA or Other Pac Isl,0
Stanford,2020,2021,2020-21,physical sciences,40.0000,female,White,36
Stanford,2020,2021,2020-21,physical sciences,40.0000,female,Two or More,6
Stanford,2020,2021,2020-21,physical sciences,40.0000,female,Unknown,0
Stanford,2020,2021,2020-21,"business, management, marketing, and related support services",52.0000,male,US Nonresident,0
Stanford,2020,2021,2020-21,"business, management, marketing, and related support services",52.0000,male,Hispanic/Latinx,0
Stanford,2020,2021,2020-21,"business, management, marketing, and related support services",52.0000,male,Amer Ind or AK Native,0
Stanford,2020,2021,2020-21,"business, management, marketing, and related support services",52.0000,male,Asian,0
Stanford,2020,2021,2020-21,"business, management, marketing, and related support services",52.0000,male,Black or Af Amer,0
Stanford,2020,2021,2020-21,"business, management, marketing, and related support services",52.0000,male,Nat HA or Other Pac Isl,0
Stanford,2020,2021,2020-21,"business, management, marketing, and related support services",52.0000,male,White,0
Stanford,2020,2021,2020-21,"business, management, marketing, and related support services",52.0000,male,Two or More,0
Stanford,2020,2021,2020-21,"business, management, marketing, and related support services",52.0000,male,Unknown,0
Stanford,2020,2021,2020-21,"business, management, marketing, and related support services",52.0000,female,US Nonresident,0
Stanford,2020,2021,2020-21,"business, management, marketing, and related support services",52.0000,female,Hispanic/Latinx,0
Stanford,2020,2021,2020-21,"business, management, marketing, and related support services",52.0000,female,Amer Ind or AK Native,0
Stanford,2020,2021,2020-21,"business, management, marketing, and related support services",52.0000,female,Asian,0
Stanford,2020,2021,2020-21,"business, management, marketing, and related support services",52.0000,female,Black or Af Amer,0
Stanford,2020,2021,2020-21,"business, management, marketing, and related support services",52.0000,female,Nat HA or Other Pac Isl,0
Stanford,2020,2021,2020-21,"business, management, marketing, and related support services",52.0000,female,White,0
Stanford,2020,2021,2020-21,"business, management, marketing, and related support services",52.0000,female,Two or More,0
Stanford,2020,2021,2020-21,"business, management, marketing, and related support services",52.0000,female,Unknown,0
Stanford,2020,2021,2020-21,other,0.0000,male,US Nonresident,262
Stanford,2020,2021,2020-21,other,0.0000,male,Hispanic/Latinx,416
Stanford,2020,2021,2020-21,other,0.0000,male,Amer Ind or AK Native,21
Stanford,2020,2021,2020-21,other,0.0000,male,Asian,570
Stanford,2020,2021,2020-21,other,0.0000,male,Black or Af Amer,178
Stanford,2020,2021,2020-21,other,0.0000,male,Nat HA or Other Pac Isl,12
Stanford,2020,2021,2020-21,other,0.0000,male,White,672
Stanford,2020,2021,2020-21,other,0.0000,male,Two or More,204
Stanford,2020,2021,2020-21,other,0.0000,male,Unknown,8
Stanford,2020,2021,2020-21,other,0.0000,female,US Nonresident,277
Stanford,2020,2021,2020-21,other,0.0000,female,Hispanic/Latinx,422
Stanford,2020,2021,2020-21,other,0.0000,female,Amer Ind or AK Native,31
Stanford,2020,2021,2020-21,other,0.0000,female,Asian,653
Stanford,2020,2021,2020-21,other,0.0000,female,Black or Af Amer,213
Stanford,2020,2021,2020-21,other,0.0000,female,Nat HA or Other Pac Isl,6
Stanford,2020,2021,2020-21,other,0.0000,female,White,669
Stanford,2020,2021,2020-21,other,0.0000,female,Two or More,255
Stanford,2020,2021,2020-21,other,0.0000,female,Unknown,2
Stanford,2018,2019,2018-19,education,13.0000,male,US Nonresident,0
Stanford,2018,2019,2018-19,education,13.0000,male,Hispanic/Latinx,0
Stanford,2018,2019,2018-19,education,13.0000,male,Amer Ind or AK Native,0
Stanford,2018,2019,2018-19,education,13.0000,male,Asian,0
Stanford,2018,2019,2018-19,education,13.0000,male,Black or Af Amer,0
Stanford,2018,2019,2018-19,education,13.0000,male,Nat HA or Other Pac Isl,0
Stanford,2018,2019,2018-19,education,13.0000,male,White,0
Stanford,2018,2019,2018-19,education,13.0000,male,Two or More,0
Stanford,2018,2019,2018-19,education,13.0000,male,Unknown,0
Stanford,2018,2019,2018-19,education,13.0000,female,US Nonresident,0
Stanford,2018,2019,2018-19,education,13.0000,female,Hispanic/Latinx,0
Stanford,2018,2019,2018-19,education,13.0000,female,Amer Ind or AK Native,0
Stanford,2018,2019,2018-19,education,13.0000,female,Asian,0
Stanford,2018,2019,2018-19,education,13.0000,female,Black or Af Amer,0
Stanford,2018,2019,2018-19,education,13.0000,female,Nat HA or Other Pac Isl,0
Stanford,2018,2019,2018-19,education,13.0000,female,White,0
Stanford,2018,2019,2018-19,education,13.0000,female,Two or More,0
Stanford,2018,2019,2018-19,education,13.0000,female,Unknown,0
Stanford,2018,2019,2018-19,engineering,14.0000,male,US Nonresident,31
Stanford,2018,2019,2018-19,engineering,14.0000,male,Hispanic/Latinx,63
Stanford,2018,2019,2018-19,engineering,14.0000,male,Amer Ind or AK Native,1
Stanford,2018,2019,2018-19,engineering,14.0000,male,Asian,72
Stanford,2018,2019,2018-19,engineering,14.0000,male,Black or Af Amer,23
Stanford,2018,2019,2018-19,engineering,14.0000,male,Nat HA or Other Pac Isl,2
Stanford,2018,2019,2018-19,engineering,14.0000,male,White,107
Stanford,2018,2019,2018-19,engineering,14.0000,male,Two or More,28
Stanford,2018,2019,2018-19,engineering,14.0000,male,Unknown,3
Stanford,2018,2019,2018-19,engineering,14.0000,female,US Nonresident,43
Stanford,2018,2019,2018-19,engineering,14.0000,female,Hispanic/Latinx,51
Stanford,2018,2019,2018-19,engineering,14.0000,female,Amer Ind or AK Native,1
Stanford,2018,2019,2018-19,engineering,14.0000,female,Asian,66
Stanford,2018,2019,2018-19,engineering,14.0000,female,Black or Af Amer,21
Stanford,2018,2019,2018-19,engineering,14.0000,female,Nat HA or Other Pac Isl,1
Stanford,2018,2019,2018-19,engineering,14.0000,female,White,100
Stanford,2018,2019,2018-19,engineering,14.0000,female,Two or More,26
Stanford,2018,2019,2018-19,engineering,14.0000,female,Unknown,2
Stanford,2018,2019,2018-19,biological and biomedical sciences,26.0000,male,US Nonresident,2
Stanford,2018,2019,2018-19,biological and biomedical sciences,26.0000,male,Hispanic/Latinx,8
Stanford,2018,2019,2018-19,biological and biomedical sciences,26.0000,male,Amer Ind or AK Native,0
Stanford,2018,2019,2018-19,biological and biomedical sciences,26.0000,male,Asian,12
Stanford,2018,2019,2018-19,biological and biomedical sciences,26.0000,male,Black or Af Amer,3
Stanford,2018,2019,2018-19,biological and biomedical sciences,26.0000,male,Nat HA or Other Pac Isl,0
Stanford,2018,2019,2018-19,biological and biomedical sciences,26.0000,male,White,15
Stanford,2018,2019,2018-19,biological and biomedical sciences,26.0000,male,Two or More,9
Stanford,2018,2019,2018-19,biological and biomedical sciences,26.0000,male,Unknown,0
Stanford,2018,2019,2018-19,biological and biomedical sciences,26.0000,female,US Nonresident,2
Stanford,2018,2019,2018-19,biological and biomedical sciences,26.0000,female,Hispanic/Latinx,15
Stanford,2018,2019,2018-19,biological and biomedical sciences,26.0000,female,Amer Ind or AK Native,1
Stanford,2018,2019,2018-19,biological and biomedical sciences,26.0000,female,Asian,22
Stanford,2018,2019,2018-19,biological and biomedical sciences,26.0000,female,Black or Af Amer,2
Stanford,2018,2019,2018-19,biological and biomedical sciences,26.0000,female,Nat HA or Other Pac Isl,0
Stanford,2018,2019,2018-19,biological and biomedical sciences,26.0000,female,White,26
Stanford,2018,2019,2018-19,biological and biomedical sciences,26.0000,female,Two or More,7
Stanford,2018,2019,2018-19,biological and biomedical sciences,26.0000,female,Unknown,0
Stanford,2018,2019,2018-19,mathematics,27.0000,male,US Nonresident,15
Stanford,2018,2019,2018-19,mathematics,27.0000,male,Hispanic/Latinx,6
Stanford,2018,2019,2018-19,mathematics,27.0000,male,Amer Ind or AK Native,1
Stanford,2018,2019,2018-19,mathematics,27.0000,male,Asian,19
Stanford,2018,2019,2018-19,mathematics,27.0000,male,Black or Af Amer,1
Stanford,2018,2019,2018-19,mathematics,27.0000,male,Nat HA or Other Pac Isl,1
Stanford,2018,2019,2018-19,mathematics,27.0000,male,White,37
Stanford,2018,2019,2018-19,mathematics,27.0000,male,Two or More,9
Stanford,2018,2019,2018-19,mathematics,27.0000,male,Unknown,2
Stanford,2018,2019,2018-19,mathematics,27.0000,female,US Nonresident,6
Stanford,2018,2019,2018-19,mathematics,27.0000,female,Hispanic/Latinx,5
Stanford,2018,2019,2018-19,mathematics,27.0000,female,Amer Ind or AK Native,0
Stanford,2018,2019,2018-19,mathematics,27.0000,female,Asian,15
Stanford,2018,2019,2018-19,mathematics,27.0000,female,Black or Af Amer,1
Stanford,2018,2019,2018-19,mathematics,27.0000,female,Nat HA or Other Pac Isl,0
Stanford,2018,2019,2018-19,mathematics,27.0000,female,White,9
Stanford,2018,2019,2018-19,mathematics,27.0000,female,Two or More,5
Stanford,2018,2019,2018-19,mathematics,27.0000,female,Unknown,0
Stanford,2018,2019,2018-19,physical sciences,40.0000,male,US Nonresident,14
Stanford,2018,2019,2018-19,physical sciences,40.0000,male,Hispanic/Latinx,17
Stanford,2018,2019,2018-19,physical sciences,40.0000,male,Amer Ind or AK Native,0
Stanford,2018,2019,2018-19,physical sciences,40.0000,male,Asian,12
Stanford,2018,2019,2018-19,physical sciences,40.0000,male,Black or Af Amer,1
Stanford,2018,2019,2018-19,physical sciences,40.0000,male,Nat HA or Other Pac Isl,0
Stanford,2018,2019,2018-19,physical sciences,40.0000,male,White,30
Stanford,2018,2019,2018-19,physical sciences,40.0000,male,Two or More,8
Stanford,2018,2019,2018-19,physical sciences,40.0000,male,Unknown,0
Stanford,2018,2019,2018-19,physical sciences,40.0000,female,US Nonresident,7
Stanford,2018,2019,2018-19,physical sciences,40.0000,female,Hispanic/Latinx,12
Stanford,2018,2019,2018-19,physical sciences,40.0000,female,Amer Ind or AK Native,1
Stanford,2018,2019,2018-19,physical sciences,40.0000,female,Asian,10
Stanford,2018,2019,2018-19,physical sciences,40.0000,female,Black or Af Amer,3
Stanford,2018,2019,2018-19,physical sciences,40.0000,female,Nat HA or Other Pac Isl,0
Stanford,2018,2019,2018-19,physical sciences,40.0000,female,White,41
Stanford,2018,2019,2018-19,physical sciences,40.0000,female,Two or More,12
Stanford,2018,2019,2018-19,physical sciences,40.0000,female,Unknown,0
Stanford,2018,2019,2018-19,"business, management, marketing, and related support services",52.0000,male,US Nonresident,0
Stanford,2018,2019,2018-19,"business, management, marketing, and related support services",52.0000,male,Hispanic/Latinx,0
Stanford,2018,2019,2018-19,"business, management, marketing, and related support services",52.0000,male,Amer Ind or AK Native,0
Stanford,2018,2019,2018-19,"business, management, marketing, and related support services",52.0000,male,Asian,0
Stanford,2018,2019,2018-19,"business, management, marketing, and related support services",52.0000,male,Black or Af Amer,0
Stanford,2018,2019,2018-19,"business, management, marketing, and related support services",52.0000,male,Nat HA or Other Pac Isl,0
Stanford,2018,2019,2018-19,"business, management, marketing, and related support services",52.0000,male,White,0
Stanford,2018,2019,2018-19,"business, management, marketing, and related support services",52.0000,male,Two or More,0
Stanford,2018,2019,2018-19,"business, management, marketing, and related support services",52.0000,male,Unknown,0
Stanford,2018,2019,2018-19,"business, management, marketing, and related support services",52.0000,female,US Nonresident,0
Stanford,2018,2019,2018-19,"business, management, marketing, and related support services",52.0000,female,Hispanic/Latinx,0
Stanford,2018,2019,2018-19,"business, management, marketing, and related support services",52.0000,female,Amer Ind or AK Native,0
Stanford,2018,2019,2018-19,"business, management, marketing, and related support services",52.0000,female,Asian,0
Stanford,2018,2019,2018-19,"business, management, marketing, and related support services",52.0000,female,Black or Af Amer,0
