race_name,short_race_name,date,lap,driver_ID,driver,section,speed_mph
Firestone Grand Prix of St. Petersburg,stpete,2-Mar-2025,19,51,"Abel, Jacob",S03_Turns2_3,128.998
Firestone Grand Prix of St. Petersburg,stpete,2-Mar-2025,19,51,"Abel, Jacob",S04_Turn4,90.834
Firestone Grand Prix of St. Petersburg,stpete,2-Mar-2025,19,51,"Abel, Jacob",S05_Turns5_8,70.582
Firestone Grand Prix of St. Petersburg,stpete,2-Mar-2025,19,51,"Abel, Jacob",S06_Turn9,62.406
Firestone Grand Prix of St. Petersburg,stpete,2-Mar-2025,19,51,"Abel, Jacob",S07_Turn9a,131.742
Firestone Grand Prix of St. Petersburg,stpete,2-Mar-2025,19,51,"Abel, Jacob",S08_Turn10,89.161
Firestone Grand Prix of St. Petersburg,stpete,2-Mar-2025,19,51,"Abel, Jacob",S09_Turns11_12,124.827
Firestone Grand Prix of St. Petersburg,stpete,2-Mar-2025,19,51,"Abel, Jacob",S10_Turns13_14,80.837
Firestone Grand Prix of St. Petersburg,stpete,2-Mar-2025,19,51,"Abel, Jacob",S11_FS_PI,140.325
Firestone Grand Prix of St. Petersburg,stpete,2-Mar-2025,19,51,"Abel, Jacob",lap_speed_mph,101.456
Firestone Grand Prix of St. Petersburg,stpete,2-Mar-2025,20,51,"Abel, Jacob",S01_FS_PO,159.214
Firestone Grand Prix of St. Petersburg,stpete,2-Mar-2025,20,51,"Abel, Jacob",S02_Turn1,81.465
Firestone Grand Prix of St. Petersburg,stpete,2-Mar-2025,20,51,"Abel, Jacob",S03_Turns2_3,127.582
Firestone Grand Prix of St. Petersburg,stpete,2-Mar-2025,20,51,"Abel, Jacob",S04_Turn4,92.13
Firestone Grand Prix of St. Petersburg,stpete,2-Mar-2025,20,51,"Abel, Jacob",S05_Turns5_8,70.384
Firestone Grand Prix of St. Petersburg,stpete,2-Mar-2025,20,51,"Abel, Jacob",S06_Turn9,62.587
