race_name,short_race_name,date,finish_place,driver_ID,driver,PitNumber,LapNumber,Time_of_Race
Firestone Grand Prix of St. Petersburg,stpete,2-Mar-2025,21,77,"Robb, Sting Ray",1,2,00:03:56.5775
Firestone Grand Prix of St. Petersburg,stpete,2-Mar-2025,21,77,"Robb, Sting Ray",2,34,00:41:45.9270
Firestone Grand Prix of St. Petersburg,stpete,2-Mar-2025,21,77,"Robb, Sting Ray",3,67,01:17:21.1501
Firestone Grand Prix of St. Petersburg,stpete,2-Mar-2025,22,30,"DeFrancesco, Devlin",1,2,00:03:50.9030
Firestone Grand Prix of St. Petersburg,stpete,2-Mar-2025,22,30,"DeFrancesco, Devlin",2,37,00:44:49.3049
Firestone Grand Prix of St. Petersburg,stpete,2-Mar-2025,22,30,"DeFrancesco, Devlin",3,47,00:55:47.3946
Firestone Grand Prix of St. Petersburg,stpete,2-Mar-2025,22,30,"DeFrancesco, Devlin",4,82,01:33:30.5152
Firestone Grand Prix of St. Petersburg,stpete,2-Mar-2025,23,51,"Abel, Jacob (R)",1,3,00:05:48.6087
Firestone Grand Prix of St. Petersburg,stpete,2-Mar-2025,23,51,"Abel, Jacob (R)",2,35,00:43:04.0103
Firestone Grand Prix of St. Petersburg,stpete,2-Mar-2025,23,51,"Abel, Jacob (R)",3,66,01:16:25.9581
Firestone Grand Prix of St. Petersburg,stpete,2-Mar-2025,24,66,"Armstrong, Marcus",1,35,00:42:10.9966
Firestone Grand Prix of St. Petersburg,stpete,2-Mar-2025,24,66,"Armstrong, Marcus",2,44,00:52:12.2640
