race_name,short_race_name,date,lap,driver_ID,driver,section,speed_mph
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,9,51,"Abel, Jacob",S13_Turn9A,143.481
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,9,51,"Abel, Jacob",S14_Turn10_13,134.262
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,9,51,"Abel, Jacob",S15_Turn14,75.522
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,9,51,"Abel, Jacob",S16_Turn14A,134.627
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,9,51,"Abel, Jacob",S17_Turn14B,158.772
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,9,51,"Abel, Jacob",S18_Turn15_16,92.633
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,9,51,"Abel, Jacob",S19_Turn17,119.495
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,9,51,"Abel, Jacob",S20_FS_PI,133.392
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,9,51,"Abel, Jacob",lap_speed_mph,102.667
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,10,51,"Abel, Jacob",S01_FS_PO,148.358
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,10,51,"Abel, Jacob",S02_Turn1Entry,62.301
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,10,51,"Abel, Jacob",S03_Turn1Exit,112.709
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,10,51,"Abel, Jacob",S04_Turn1A,143.061
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,10,51,"Abel, Jacob",S05_Turn2_3,79.606
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,10,51,"Abel, Jacob",S06_Turn4_5,76.24
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,10,51,"Abel, Jacob",S07_Turn6,83.479
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,10,51,"Abel, Jacob",S08)BackStretchA,153.829
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,10,51,"Abel, Jacob",S09_BackStretchB,166.454
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,10,51,"Abel, Jacob",S10_Turn7,75.892
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,10,51,"Abel, Jacob",S11_Turn8,100.957
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,10,51,"Abel, Jacob",S12_Turn9,114.474
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,10,51,"Abel, Jacob",S13_Turn9A,143.527
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,10,51,"Abel, Jacob",S14_Turn10_13,133.392
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,10,51,"Abel, Jacob",S15_Turn14,74.352
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,10,51,"Abel, Jacob",S16_Turn14A,131.856
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,10,51,"Abel, Jacob",S17_Turn14B,156.161
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,10,51,"Abel, Jacob",S18_Turn15_16,93.206
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,10,51,"Abel, Jacob",S19_Turn17,120.005
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,10,51,"Abel, Jacob",S20_FS_PI,134.567
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,10,51,"Abel, Jacob",lap_speed_mph,102.381
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,11,51,"Abel, Jacob",S01_FS_PO,152.38
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,11,51,"Abel, Jacob",S02_Turn1Entry,63.076
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,11,51,"Abel, Jacob",S03_Turn1Exit,111.122
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,11,51,"Abel, Jacob",S04_Turn1A,140.241
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,11,51,"Abel, Jacob",S05_Turn2_3,81.069
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,11,51,"Abel, Jacob",S06_Turn4_5,77.448
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,11,51,"Abel, Jacob",S07_Turn6,83.175
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,11,51,"Abel, Jacob",S08)BackStretchA,149.463
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,11,51,"Abel, Jacob",S09_BackStretchB,162.714
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,11,51,"Abel, Jacob",S10_Turn7,77.831
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,11,51,"Abel, Jacob",S11_Turn8,102.087
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,11,51,"Abel, Jacob",S12_Turn9,116.018
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,11,51,"Abel, Jacob",S13_Turn9A,146.331
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,11,51,"Abel, Jacob",S14_Turn10_13,130.062
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,11,51,"Abel, Jacob",S15_Turn14,74.117
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,11,51,"Abel, Jacob",S16_Turn14A,131.586
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,11,51,"Abel, Jacob",S17_Turn14B,157.538
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,11,51,"Abel, Jacob",S18_Turn15_16,94.111
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,11,51,"Abel, Jacob",S19_Turn17,121.819
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,11,51,"Abel, Jacob",S20_FS_PI,135.083
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,11,51,"Abel, Jacob",lap_speed_mph,102.94
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,12,51,"Abel, Jacob",S01_FS_PO,149.737
The Thermal Club INDYCAR Grand Prix,thermal,23-Mar-25,12,51,"Abel, Jacob",S02_Turn1Entry,62.02
